adult,id,overview,popularity,title,vote_average,vote_count,release_year,release_month,genre,country,principal_cast,director
False,317168,Also known as Santo vs. the She-Wolves,0.052935,Santo vs. the She-Wolves,0.0,0.0,1976,Mayo,Horror,Sin info,,
False,258751,"A girl. A boy. A love story. But also about dreams, fears, life, true love, friendship and how we deal with it. And a secret between them...",1.792419,For a Handful of Kisses,5.4,10.0,2014,Mayo,Drama,Spain,Martiño Rivas,
False,265563,"Life-long business partners Santiago and Eugenio understand each other without words, care for each other, and need each other. When Eugenio vanishes without a clue, Santiago and Laura, Eugenio’s wife, join forces to solve the mystery of his disappearance. What they discover is neither what they set out to find nor what you would expect, and their shared journey becomes a surprising and lighthearted meditation on friendship, love, and loyalty.",0.76038,The Mystery of Happiness,6.3,5.0,2014,Enero,Comedy,Argentina,,
False,277388,An aging cowboy must choose between his desire to remain free and the responsibilities of maintaining a family.,1.097667,The Good Old Boys,5.4,5.0,1995,Marzo,Western,United States of America,,Tommy Lee Jones
False,253376,"Group of Spanish friends on the tropical island holiday of a lifetime. Discovering a secret cave adds adventure. They enthusiastically go underground with their camera, but soon become hopelessly lost. Nail-biting tension in the tradition of recent Spanish horror films.",1.522971,In Darkness We Fall,5.2,34.0,2014,Enero,Horror,Spain,,
False,288618,"A sweltering summer’s day in 1987. In a small rural town in Argentina, everyone is longing for rain. Lucia swims laps at the pool early in the morning. Later on she sweats over her books at the kitchen table. She is studying hard because she’s determined to go to university in Buenos Aires. Meanwhile, her sister lies in bed with her leg in plaster, bored to death. The other teenagers sit out the heat at the pool, messing around. Girls chat about the boys, and vice versa. Who snogged who yesterday? But there are some who aren’t interested in any of that, like Andrés, a passionate beekeeper, or Ana, who likes reading books. At one point, Lucia has had enough of her annoying sister and goes out into the countryside with Ana. Here the two girls are left to their own devices.",0.014118,Atlántida,0.0,0.0,2014,Febrero,Drama,Sin info,,
False,259843,"In a rural school in the middle of the mountains, a girl who is starting to become a woman feels the profound need to discover her true identity. She does not know who her father is and she is determined to find him, but her mother does not approve it. The hostility of winter in such a harsh place turns this desire into a real threat: freezing in the middle of nowhere. Going behind the backs of the school authorities and the girl's mother, her teacher decides to help her. They set off on this quest for truth, but it is not going to be an easy journey... Their only clue is a small, rusty plate.",0.097556,Natural Sciences,6.0,2.0,2014,Marzo,Drama,France,,
False,129115,"Deep in the forest a group of ﬁve friends wander around like a lion herd. Lost in their word games, they play and seduce each other while going back and forth into adulthood territory, in a desperate search to avoid their already written story.",0.409409,Lions,8.0,2.0,2012,Septiembre,Drama,Argentina,,Jazmín López
False,126883,Five juvenile delinquents break out of jail and attempt to make their way to a house in the Mendoza foothills of Argentina.,0.053178,The Wild Ones,5.0,1.0,2012,Octubre,Drama,Argentina,,
False,255979,"This movie is a documentary about  Balnearios. They are tourism towns or little cities by the seacoast, or near some water fountain. The movie shows the singularity of these places and how people enjoy them.",0.052877,Balnearios,5.0,1.0,2002,Abril,Documentary,Argentina,,Mariano Llinás
False,107287,The young but traveled Ana arrives in a manor in the countryside of Spain to work as nanny of three girls and finds a dysfunctional family.,0.019442,Anna and the Wolves,8.0,4.0,1973,Junio,Drama,Spain,,Carlos Saura
False,180418,"Jon is a troubled teenager who has been expelled from school. His mother decides to teach him a lesson sending him away with his grandfather Max, a retired military man who lives in a village by the seaside. But the time they will spend together won’t be that simple, Jon likes to flirt with danger and bad companies, and the veteran has now settled down into a comfortable life.",0.785439,15 Years and One Day,6.4,7.0,2013,Junio,Drama,Spain,,
False,52629,"Benjamin Garcia, Benny is deported from the United States. Back home and against a bleak picture, Benny gets involved in the drug business, in which he has for the first time in his life, a spectacular rise surrounded by money, women, violence and fun. But very soon he will discover that criminal life does not always keep its promises.",3.030907,El Infierno,7.5,66.0,2010,Septiembre,Drama,Mexico,,
False,103199,"The story of an indigenous who gave his life for the love of a white woman, whom he confused, because of her beauty, with Maria the virgin, fighting against the society, the prejudices, and the race.",0.693274,Tizoc,4.8,3.0,1956,Junio,Drama,Mexico,,
False,132128,"Qhapaq Ñan, known as the Great Inca Road, is an ancient network or roads spanning more than 8,000 miles, running through the heart of the Andes, from the ocean and deserts all the way to Machu Picchu. Constructed hundreds of years ago during the Inca Empire, this vast transportation network still weaves its way through modern-day Peru and Ecuador. More so than other remnants of the Inca civilization, Qhapaq Ñan is a symbol of a common identity that nourishes the dream of the Andean people to this day - to revive their cultural inheritance following centuries of European domination. As this visually striking documentary takes us along the Great Inca Road - revealing its contours, its history, and its secrets - we witness a different image of the Andes and its people.",0.006588,Voices of the Andes,0.0,0.0,2009,Enero,History,Sin info,,
False,132342,"Bolívar was instrumental in Latin America’s struggle for independence from the Spanish Empire, and is today considered one of the most influential politicians and emancipators in American history.  Libertador is told from the viewpoint of Bolívar, portrayed by Ramírez, about his quests and epic military campaigns, which covered twice the territory Alexander the Great conquered, and his vision to unify South America.",5.600208,The Liberator,6.4,28.0,2013,Septiembre,Drama,Spain,,
False,336018,"There are many great chefs around the world. Only one is considered to be a National hero. Meet chef Gaston Acurio and follow him in a journey to find out the stories, the inspirations and the dreams behind the man that has taken his cuisine outside the kitchen in a mission to change his country with food. Let this journey take you into the world of Peruvian cuisine to discover the power of food in Peru. Because the people that are passionate enough to believe they can make a difference are actually the ones who do.",0.01533,Finding Gastón,0.0,0.0,2014,Marzo,Documentary,Peru,,
False,108309,"A young woman experiences the worst life has to over in this depressing but worthwhile Colombian drama tinged with a hint of magical realism. Paola Baldion plays Marina, a withdrawn teenager whose abusive grand-dad houses her in a dilapidated shed. When the old fart pops his clogs, Marina passes into the care of cousin Jairo (Julian Roman), a cheesecake photographer who ""hires"" her to help him with his gear, and the two end up taking an episodic road trip as they travel to reclaim grandpa's legacy. Unpleasant flashbacks to Marina's tragic childhood ensue. Yep, the good times never end in this one! Known in English as Portraits in a Sea of Lies, this meditation on the 50-year long Colombian civil war - as seen through the grueling experiences of our heroine - won the Jury Award for Best Narrative Feature at the 14th Cine Las Americas International Film Festival.",0.058236,Portraits in a Sea of Lies,7.0,1.0,2010,Mayo,Drama,Sin info,,
False,45190,"Lopitos, who is horribly inefficient but quick-witted, is invited (because of the current ambassador's superstition about 13 sitting down to a meal) to a banquet attended by the ambassadors of both superpowers. After the news of a series of coups d'état in Los Cocos arrives throughout the meal, Lopitos becomes the official ambassador. At a summit of world leaders, the representatives of the two world superpowers court the allegiances of third-world diplomats to tilt the balance of global power in their favor. The last diplomat to remain unaligned, Lopitos instead harangues the superpowers for infringing on the rights of developing countries to self determination, talking to them with his point of view as a citizen not as ambassador because he arranged his demise as ambassador one day before his speech.",0.142853,Su excelencia,6.5,1.0,1967,Enero,Comedy,Mexico,,
False,134608,"Also released as Valley of the Swords, this lugubrious US/Spanish co-production features the usual mid-1960s ""tax shelter"" international cast. Broderick Crawford plays a despotic 10th century Spanish king who, in cahoots with the invading Moors, has banished handsome Castilian nobleman Spartaco Santoni. With the surreptitious aid of Crawford's daughter Teresa Velasquez, Santoni assembles an army to march against the Moors. In keeping with the 13th century epic poem from which this film was derived (""El Poema de Fernan Gonzales"") Santoni's path is smoothed by the celestial intervention of patron saints Milan and Santiago. Among the big names picking up a few tax-free dollars in The Castilian are Cesar Romero, Linda Darnell, Alida Valli and Fernando Rey.",0.089389,The Castilian,0.0,0.0,1963,Abril,Adventure,Spain,Espartaco Santoni,
False,328252,A couple decides to spend a romantic evening in a floor of a semi-abandoned building that slip because she works as a consultant for the council house and got the keys. During the evening they discover that a hooded murderer is the only tenant left in the building...and they have become the new target.,2.421888,Sweet Home,4.7,34.0,2015,Mayo,Horror,Poland,,
False,90171,A judge falls from the roof of the Federal Courthouse. A woman is murdered. Between them and the three sons of the judge there is a connection that will be investigated by a woman judge who is determined to discover the truth.,0.492503,Cenizas del Paraiso,6.3,6.0,1997,Agosto,Crime,Argentina,,
False,121929,"As she and her family embark on a short vacation, a Chilean teenager slowly comes to the realization that her parents might be splitting up.",0.187853,Thursday Till Sunday,7.0,5.0,2012,Enero,Drama,Chile,,
False,282983,A desperate man (Luis Bermejo) blackmails a mentally ill woman (Bárbara Lennie) to buy a dress for his terminally ill daughter (Lucía Pollán).,2.341779,Magical Girl,7.6,47.0,2014,Septiembre,Drama,Spain,Bárbara Lennie,Carlos Vermut
False,284305,"Spain, 1950s. Montse's agoraphobia keeps her locked in a sinister apartment in Madrid and her only link to reality is the little sister she lost her youth raising. But one day, a reckless young neighbor, Carlos, falls down the stairwell and drags himself to their door. Someone has entered the shrew's nest... perhaps he'll never leave.",6.319326,Shrew's Nest,6.6,100.0,2014,Septiembre,Horror,Spain,,
False,323214,"Although Alexia, Franco's ex-girlfriend, has been deceased for some time, Franco still has her as a contact on his social network. When he decides to delete her and move on, something strange starts to manifest through his computer.",0.163732,Alexia,5.3,4.0,2013,Noviembre,Horror,Argentina,,
False,134223,"Noon is a gunfighter who has become amnesiac. Helped by Rimes, an outlaw who has befriended him, he tries to figure out who he is actually. It gradually appears that his wife and kid have been murdered. As time goes by, Noon also recalls a fortune hidden somewhere. Niland, a scheming judge, and Peg Cullane, a greedy will do everything to prevent Noon and Rimes from achieving their end while Fan Davidge, a woman living in a ghost town, will support them.",1.927397,The Man Called Noon,5.0,1.0,1973,Agosto,Western,Italy,,
False,75193,"Un Buda follows two brothers orphaned as children when their parents were taken by the military during the ""Dirty Wars"" of the 1970s in Argentina. Tomas  is now a drifting and withdrawn young man who experiments with ascetic practices and has an instinctive compassion for others. His older brother Rafael is a university philosophy professor, detached and alone. Their struggles with each other and the world around them in Buenos Aires take a dramatic turn when they find themselves at a rural Zen center.",0.152454,A Buddha,7.3,4.0,2005,Julio,Drama,Argentina,,
False,261033,"Towing a submerged torpedo in the wake of their battered fishing boat, a desperate fisherman and a naive kid embark on a journey trafficking millions of dollars worth of cocaine. Shot entirely on location along the Pacific coast of Colombia—in areas that bear the indelible scars of the drug trade—Manos Sucias refuses to glamorize the drug trade but rather seeks to offer a rare glimpse of its devastating effects.",0.732831,Manos sucias,7.0,5.0,2014,Abril,Thriller,United States of America,,
False,337101,Sin info,0.279202,El bosque de Karadima,6.4,5.0,2015,Abril,Drama,Chile,,
False,214138,"A nine-year-old boy’s preening obsession with straightening his hair elicits a tidal wave of homophobic panic in his hard-working mother, in this tender but clear-eyed coming-of-age tale.",1.869016,Bad Hair,6.9,17.0,2013,Septiembre,Drama,Venezuela,,
False,127326,The priest Mario Pantaleo discovers he has some power to diagnose and cure diseases through the laying on of hands. But the police and the church hierarchy will against him.,0.110295,The Hands,5.0,1.0,2006,Agosto,Drama,Argentina,,
False,256057,"Set amidst the 1999 student strikes in Mexico City, this coming-of-age tale finds two brothers venturing through the city in a sentimental search for an aging legendary musician. Shot in black-and-white, Güeros brims with youthful exuberance.",2.159836,Güeros,7.7,36.0,2015,Marzo,Drama,Mexico,,
False,92469,"A ragtag group of adventurers, including a former Nazi, is led by a half-maddened grizzled treasure hunter who wants a second chance to find the mythical treasure of the Amazon, after his first mission went terrible wrong.",0.416609,The Treasure of the Amazon,5.3,2.0,1985,Mayo,Thriller,Mexico,,
False,119409,Sin info,0.204481,La Máquina de Bailar,4.5,4.0,2006,Septiembre,Comedy,Spain,,
False,209415,"The unforgettable friendship between three people: an English teacher who travels to Almería when he hears that John Lennon is making a film there, a 16-year-old boy who has run away from home and a young girl who also seems to be running away from something.",8.762445,Living Is Easy With Eyes Closed,6.6,58.0,2013,Octubre,Drama,Spain,Javier Cámara,David Trueba
False,264525,"TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again?",3.631321,La dictadura perfecta,7.1,42.0,2014,Octubre,Drama,Mexico,,
False,126315,"Alejandra and her dad Roberto have just moved to town. She is new at school, he has a new job. Starting over is sometimes complicated when you have left so much behind.",2.511322,After Lucia,6.6,45.0,2012,Octubre,Drama,Mexico,,
False,245017,"Binta, a little girl from Senegal, tells us about the everyday life in her village, the importance of education for the girls, and about her father's great idea to make the world a better place.",0.110112,Binta and the Great Idea,3.5,3.0,2004,Octubre,Family,Sin info,,Javier Fesser
False,120194,"When flaky novelist Mario turns up one day at the school where Daniel teaches, the educator is convinced the writer is a spirit from his repressed past, buried deep in his subconscious. As children, the two might almost have been brothers. But the marriage between Daniel’s father and Mario’s mother never materialised. This unexpected re-encounter brings both families together. When Mario slits his wrists and dies, Daniel and his wife Laura provide a home for the dead man’s daughter. Laura, who is childless, loves the girl from the moment they meet, but Daniel feels increasingly nervous around her. The demons of his past guilt continue to torment him. Daniel suffers agonies – until things come to a head during a show down in the mountains.",1.885325,Childish Games,5.4,10.0,2012,Marzo,Drama,Spain,,
False,25168,"Reflects a depressing and hopeless reality by following some of the members of ""la dieciocho"", the so-called 18th Street gang in a poor San Salvador neighborhood.",1.778179,The Crazy Life,6.4,17.0,2008,Septiembre,Documentary,Mexico,,
False,168501,"Waylon is a nine year old boy who, after losing their parents, begins to live with her ​​godparents, couples in the past but now separated and with little appetite for adoption. The boy's arrival will be the ultimate test to confirm whether the two are better together or apart.",0.334592,Raising Waylon,6.0,1.0,2004,Febrero,Sin info,United States of America,,
False,207686,"The House at the End of Time is the first Venezuelan thriller suspense and terror. It tells the story of Dulce (Ruddy Rodriguez) a mother who has encounters with apparitions inside her old house, where she must decipher a mystery that could trigger a prophecy: the death of her family.",4.154266,The House at the End of Time,6.5,84.0,2013,Junio,Horror,Venezuela,,
False,227690,"A lieutenant and four others are having a little party before entering combat. Ensign has his girlfriend in a village occupied by the enemy, so it is essential a rescue mission",0.659568,"A la legión le gustan las mujeres... y a las mujeres, les gusta la legión",0.0,0.0,1976,Marzo,Comedy,Spain,,
False,79854,"Food, glorious food! Some of the most sumptuous and involving films revolve around that most common of acts: eating. 18 MEALS is an omnibus film of criss-crossing stories divided into three segments; breakfast, lunch and dinner. Jorge Coira's debut feature, shot over nine days in Santiago de Compostela has enough tasty portions to please audiences. Amongst Coira's expansive ensemble are aging street musician Edu, a pair awaking from a one-night stand, a businessman visiting his closeted homosexual brother and a lonely housewife, Sol. Victor and Sol are two of 18 MEALS' most fascinating characters as they each hide something - his sexuality, her depression - from those around them. Best of all is Pedro Alsono as Vladimir, a local celebrity actor who makes a meal for a mystery woman who never arrives. Who hasn't gone to a lot of trouble to do something extra special for someone just to have it go unappreciated?",0.896178,18 Meals,6.0,2.0,2010,Junio,Drama,Spain,,
False,38811,"Buñuel's first ""comeback"" film since ""L'Age d'Or"" in 1930 (he made only a few musicals in the interim), ""El Gran Calavera"" concerns a family's attempts to change the patriarch's somewhat indulgent and hedonistic ways by fooling him into thinking his large fortune is gone. They assume a life of poverty in Mexico in an attempt to teach him a lesson. However, he discovers it's a ruse, but continues to perpetuate the facade of ignorance while sneaking off during the day to conduct his thriving business. Why? To teach his family a lesson - they are all lazy, worthless leeches!",0.872592,The Great Madcap,6.2,5.0,1949,Noviembre,Comedy,Mexico,,
False,39335,"The story is set beneath Buenos Aires, deep within its labyrinthine subway system, and centers on a train containing 30 riders that has mysteriously disappeared. The subway officials are greatly troubled and so call in topographer Daniel Pratt to help them find it. Unfortunately, the tunnel system is so vast and complex, that Pratt must find his mentor Hugo Mistein for help. Unfortunately, he too has disappeared. Fortunately, he left the system plans behind and as Daniel studies them, he comes to the awful realization that the train, which can be heard but not seen, has somehow become trapped in a fourth dimension. His findings attract the attention of local bureaucrats who are too rigid and pragmatic to accept Pratt's outlandish theory.",0.419892,Moebius,5.3,6.0,1996,Octubre,Science Fiction,Argentina,,
False,128209,"In this poetic, richly allegorical debut by Colombian director William Vega, a teenage girl flees to a rundown inn after being driven from her home in the Andean highlands by civil war, as the violence engulfing the country creeps ever closer to her remote refuge. (TIFF)",0.205314,The Towrope,6.3,3.0,2012,Mayo,Drama,Colombia,,
False,159763,"When Gina Meyers finds out that both of her parents were killed and that wealthy contractor Preston Randall is to blame, she vows to get even. Securing a job as a nanny to Preston's troubled stepson, Gina moves into Randall's house with plans to make him confess his part in the crime, but soon realizes that the ruthless Randall has very dark plans of his own.",0.373318,A Nanny's Revenge,5.3,2.0,2012,Octubre,Drama,United States of America,,
False,104431,"Florence, a young irresponsible mother and her precocious daughter, Eugenia, have an unusual relationship. The roles between the two are reversed. Florence is totally inept at caring for a daughter, whereas Eugenia, only 10 years old, shows maturity and responsibility far beyond what her age might lead you to suppose.",0.596184,Kept and Dreamless,6.3,3.0,2005,Junio,Drama,Argentina,,
False,30688,"An incestuous love affair. Meme and Jeremias are the younger children in a typical bourgeois family. Their mother Lucia is the dominant force in the household, but her fixation on upholding the niceties of upper middle class life has prevented her from seeing what is going on under her roof. When the siblings’ older brother and his fiancee arrive home for their wedding, it seems inevitable that the concealment will be impossible to sustain. But equally it becomes apparent that if Lucia were to find out about the affair, there would be catastrophic consequences.",1.406225,Gemini,5.5,8.0,2005,Junio,Sin info,Argentina,,
False,143344,Sin info,0.191219,El truco del manco,6.3,2.0,2008,Noviembre,Drama,Spain,,
False,99883,"El Cochecito is a 1960 Spanish black comedy film directed by Marco Ferreri.  The film is based on Rafael Azcona's novel who co-wrote the script with Ferreri.  The film was a huge flop when it was released in Spain, but nowadays is a cult classic. The film had troubles with Spanish censorship, that forced to change and cut the original ending.",1.095766,The Wheelchair,7.1,8.0,1960,Noviembre,Comedy,Spain,,
False,110924,"Rodolfo and Petrita each live in separate quarters in dilapidated Madrid, while looking to have a little apartment (or ""pisito"", in Spanish dialect). Unfortunately their low salaries prevent them from acquiring one. Soon, Rodolfo's co-workers urge him to marry the old and frail Doña Martina, who is the main tenant in the apartment he boards in. According to Spanish rent-control law, he could inherit the lease from his spouse. Thus begin his misgivings and Petrita's. Written by Emilio",0.373243,The Little Apartment,7.0,4.0,1959,Junio,Drama,Spain,,
False,332354,Sin info,0.772191,Rey gitano,4.2,13.0,2015,Julio,Comedy,Spain,,
False,259075,"When Andres and his partner are hired to recover some valuables from an airplane that went down in the Bermuda Triangle, they face not only human treachery but also the mysterious powers of an underwater civilization.",3.2e-05,Cave of the Sharks,0.0,0.0,1978,Junio,Action,Mexico,,
False,284362,Sin info,0.120001,El vals de los inútiles,5.7,3.0,2014,Mayo,Documentary,Argentina,,
False,41002,A slapstick fantasy of the amorous adventures of a magician a la Cantinflas.,0.505268,El Mago,6.0,1.0,1949,Mayo,Comedy,Mexico,,
False,39535,"A young, beautiful woman marries a rich old blind man. While in the household she becomes aware of a plot to kill her elderly husband.",0.000578,Tarot,0.0,0.0,1973,Enero,Horror,Spain,,
False,107426,This is the story of a teenager at the turn of the century in the conservative higher classes of Chile and the initiation rites in his society.,0.006964,Julio Begins in July,7.2,5.0,1979,Diciembre,Drama,Chile,,
False,33558,"In the crime world of Colombia, there is an unwritten code. When Víctor and Eusebio, two hoods who bungle a shake-down job, break that code, they unwittingly sign their own death sentence.",0.833698,Dog Eat Dog,6.9,7.0,2009,Enero,Action,Sin info,,
False,283317,"His teachers, coaches, childhood friends and Barça teammates, together with journalists, writers and prominent figures from the history of football, come together in a restaurant to analyze and pick apart Messi's personality both on and off the field, and to look back at some of the most significant moments in his life. Viewed from Álex de la Iglesia's unique perspective, Messi recreates the player's childhood and teenage years, from his very first steps, with a football always at his feet, through to the decision to leave Rosario for Barcelona, the separation from his family, and the role played in his career by individuals such as Ronaldinho, Rijkaard, Rexach and Guardiola.",2.254378,Messi,7.7,49.0,2014,Septiembre,Documentary,Spain,,
True,324230,"Ágata suffers from a psychological disorder which prevents her from experiencing pleasure in all aspects of her life. Marc, through the use food, endeavours to help her overcome her problem.",6.889832,Diet of Sex,4.0,12.0,2014,Febrero,Comedy,Spain,,
False,135697,"A casual punch of Miguel ""El Tarta"" during a football game injures Molina, Spain boxing champion. This incident changed the life of Miguel. Manolo, will use the incident to convince Miguel that it is a real potential champion and must engage in boxing. his will take care of looking for an equity partner, Mr. Roman, and an unscrupulous manager, Peter Rodriguez. With the nickname ""El Tigre de Chamberí"" Miguel is thrown into the ring, fighting with more enthusiasm than technique. Their main concern is to attract the attention of Marisa, daughter of Mr. Roman, and that is deeply in love.",0.014984,K.O. Miguel,0.0,0.0,1957,Enero,Comedy,Spain,,
False,250374,"How far will you go to protect your family? Jorge is a peaceful hard-working man who seeks a simple, quiet life for himself and his family. One day, he is mugged and humiliated by a gang of thugs led by Kalule, a delinquent from his neighborhood. This event infuriates his son as much for Jorge’s meek acceptance as for the act itself. The son, looking for retribution, ends up getting himself shot. Kalule is sent to jail and when he gets out 18 months later, begins a campaign of terror against Jorge and his family. The authorities do nothing, so Jorge decides to take matters into his own hands.",2.278633,To Kill a Man,5.7,14.0,2014,Agosto,Drama,Chile,,
False,82767,"Cantinflas is a private, who doesn't know anything about discipline or following rules. He only wants to think about his girlfriend, the maid in an opulent hacienda. The owner has an ugly and shy daughter, who is in love with Cantinflas. The problems arrive when the family arrange a wedding between the ugly girl and Cantinflas, who in order to avoid the commitment causes himself an arrest. During the punishment, Cantinflas will learn to fly with a silly and not to much trained instructor.",0.20475,¡A volar joven!,6.0,1.0,1947,Diciembre,Comedy,Mexico,,
False,18082,"A romantic comedy about a young interior decorator who, as a result of a romantic disappointment, becomes the female counterpart of Don Juan. The misadventures of the manizer make her rediscover the value of love.",0.917946,Tired of Kissing Frogs,6.2,10.0,2006,Diciembre,Drama,Mexico,,
False,142971,The fairy tale story of the actress who became a princess is told in this biography that traces her rise from Philadelphia socialite to Hollywood movie star.,0.992274,Grace Kelly,5.5,2.0,1983,Febrero,History,United States of America,Cheryl Ladd,
False,71665,"The Greek Olimpian Gods engage in the human life experience to its full intensity, for which they choose Mexico City's trendy night club: ""Olimpus Dancing Club"". Once living in the mortal's world, the naughty Eros (with help of a gang of ill-behaved gods), is responsible for unleashing a forbidden passion that disrupts the lives of the members of two families of not-so-simple mortals.",0.106802,Divina Confusión,4.3,2.0,2008,Septiembre,Drama,Mexico,,
False,289198,A former hit-man for a drug cartel becomes a vigilante to pay for his sins and find redemption,1.586498,Redeemer,4.7,15.0,2014,Septiembre,Action,Chile,,
False,130296,"Davey Haggart is quite certain of his paternity (even if nobody else is) and determined to emulate his father, a notorious rogue and highwayman. This includes breaking a man out of Stirling jail, holding up the stagecoach, and robbing the Duke of Argyll, among other feats. Unfortunately, he is handicapped by the fact that his childhood playmate Annie is equally determined to track him down and save his soul...",0.706824,Sinful Davey,6.0,2.0,1969,Febrero,Crime,United Kingdom,,
False,35005,"Jaime has lost his job and has to provide for his wife, son and daughter. Pressured by this circumstances, he visits his mom, who lives in an apartment he owns, to ask her to move with him so he can sell the apartment. But she is not going to cooperate. And, to Jaime's surprise, she also has a boyfriend!",0.173357,Conversations with Mother,5.7,3.0,2004,Abril,Comedy,Argentina,,
False,324578,"A butterfly, a creature symbolising rebirth and a new beginning, epitomises Romina’s and Germán’s world, a world that consists of two parallel realities. In one of them they grow up as siblings who desire each other and try to give shape to their love without sexual fulfilment; in the other they are a young man and woman who form an awkward friendship instead of succumbing to their feelings for each other. Germán finds himself in a discordant relationship with Mariela. Mariela’s brother is interested in Bruno. Bruno is with Romina, but wants to be with Germán. Playfully alternating between these two realities, the lovers find themselves drawn into ever new couplings in order to explore their intuitive feelings – cautiously, but at the same time prepared to lose everything.",0.35236,Butterfly,10.0,3.0,2015,Febrero,Science Fiction,Argentina,,
False,44320,"Three boys escape from a youth prison in Spain, and head for the city of Madrid. Xabi and Joel, both Spanish, and an Arabic boy named Driss, quickly meet up with some eccentric people on the road. Joel, and the very cute and lovable Driss have no trouble hooking up with a couple girls that don't at all mind if the two handsome guys stay with them. The quietly intense Xabi, however, is dealing with some darker demons, and his personal reason for escaping the prison soon becomes apparent.",0.891025,Clandestinos,4.2,5.0,2007,Enero,Drama,Spain,,
False,258034,Four stories about love and self-acceptance: An eleven year-old boy struggles to keep secret the attraction he feels towards his male cousin. Two former childhood friends reunite and start a relationship that gets complicated due to one of them’s fear of getting caught. A gay long lasting relationship is in jeopardy when a third man comes along. An old family man is obsessed with a young male prostitute and tries to raise the money to afford the experience.,2.734851,4 Moons,7.7,45.0,2014,Marzo,Drama,Mexico,Antonio Velázquez,
False,202456,"Emiliano looks at his life with the eyes of a film director, mixing the objective reality with the processes of the artistic creation. The story he is filming flounders with his daily life, until his world is trapped in the lens of his camera. Confused, always alone and in front of a screen, now become a transfigured reality, but at the same time a measurable, controllable and manipulable one, he listens in loop to a song: one of those songs you sing or repeat as a prayer and forcing you to remember, believe and convince yourself.",1.77912,I Am Happiness on Earth,5.9,8.0,2014,Mayo,Drama,Mexico,,
False,28482,A masked superhero (Michael Coby) with a private-eye disguise thwarts a madman's (Cameron Mitchell) death-ray plot.,1.021641,Supersonic Man,3.5,4.0,1979,Noviembre,Adventure,Spain,,
False,136752,"The chance of an innocent child's game will unveil a betrayal that will forever change the lives of two families when their paths cross, endangering what they love the most, in a city that does not give them a truce.",0.191452,"Rock, Paper, Scissors",6.1,5.0,2012,Junio,Drama,Venezuela,,
False,284048,Sin info,0.078877,Los tontos y los estúpidos,8.0,1.0,2014,Octubre,Sin info,Spain,,
False,139572,"“Rising from Ashes” is a feature length documentary about the ﬁrst Rwandan National Cycling Team and their six year journey to the Olympic games in London. It's not about the bike. It's about second chances, how our past doesn't have to deﬁne our future, and the impossible triumph of the human spirit over one of the world's most devastating genocides.",0.082464,Rising from Ashes,6.0,2.0,2013,Agosto,Sin info,Sin info,,
False,105584,"Julian, a middle-aged single doctor, meets his childhood friend Pablo again. The latter is back from Africa and has just married a beautiful young blonde, Elena. Julian falls in love with her and tries to seduce her, but she mockingly pushes him away from her. He then finds that Ana, his nurse, bears a troubling resemblance to Elena. He decides to gradually transform Ana into Elena…",0.597655,Peppermint Frappe,6.3,7.0,1967,Octubre,Thriller,Spain,,
False,217414,"It tells the story of two young friends who must find a way for the president of the company in which they work (and father of one of them) safe return home, and that is enclosed strange circumstances naked in the trunk of his car.",1.926826,¿Quién mató a Bambi?,5.7,22.0,2013,Noviembre,Comedy,Spain,,
False,138167,"A summer vacation in the 70s. Lalo and Bruno are teenagers doing nothing on days full of nothing. But on a hot and humid afternoon, and without asking for permission, Lisa arrives smashing more than the letargy of the town. Thirty years later Lisa comes again to interfere in the lives of these two adults.",0.403726,One Love,6.0,5.0,2011,Noviembre,Drama,Argentina,,
False,336664,"Paulina is a young lawyer with a promising career in Buenos Aires, who chooses to go back to her home town. Her father, Fernando, is a well known judge. Against his will, Paulina decides to teach in a suburban high school as part of an inclusion program. One night, after the second week working there, she's brutally assaulted by a gang. With the disapproval of the people around her, she decides to go back to work, in the neighborhood where she was attacked, without realizing that her attackers may be even closer than she thought.",1.046181,Paulina,6.7,17.0,2015,Junio,Drama,France,,
False,62409,"In 2033, Mexico City is a hot, mechanical and chaotic megacity ruled by the military and a tyrannical government. It is an oppressed society with its religious faith and liberty of expression stolen. Pablo, the main character, is a young finantial yuppie that gets shelter in drugs and alcohol. He leaves his privileged life in order to help the unprotected and destroy the system that controls the population.",0.472025,2033,3.3,5.0,2010,Febrero,Adventure,Mexico,Claudio Lafarga,
False,349048,"At the height of the Peruvian gold rush, Nélida, an Andean woman able to communicate with water spirits, uses her powers to prevent a mining corporation from destroying the body of water she considers her mother. A gold deposit valued at billions of dollars lies just beneath Nélida’s lakes and leads farmers and Latin America’s biggest gold producer into conflict.",0.418226,Daughter of the Lake,8.3,4.0,2015,Agosto,Documentary,Bolivia,,
